IP Address,BAD IP,Risk Score,Risk Level,Attack Count,First Seen,Last Seen,Targeted Agents,Attack Types,Country,Country Code,City,Latitude,Longitude,Geo Source,Is Malicious,Threat Score,Reputation Score,TI Sources,TI Confidence,VT Malicious,VT Suspicious,VT Categories,AbuseIPDB Score,Abuse Confidence,AbuseIPDB Reports,Total Reports,Is Whitelisted,ISP,Usage Type,SANS Score,SANS Count,SANS Attacks,SANS Malicious,SANS First Seen,SANS Last Seen,ML Anomaly,ML Score,ML Severity,ML Explanation,VAE Anomaly,VAE Score,Deep SVDD Anomaly,Deep SVDD Score,Advanced ML Anomaly,Advanced ML Severity,Is Tor,Is VPN,Is Cloud,Organization,MITRE Tactics,MITRE Techniques,MITRE URLs
175.157.139.83,YES,51.81,MEDIUM,2,2026-02-02 01:05:24,2026-02-02 14:43:02,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,Yes,3,97,AbuseIPDB,3,0,0,,3,3,1,1,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=3%, reports=1, not_whitelisted",No,0.4651,No,8.0951,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
47.15.173.238,NO,50.33,MEDIUM,6,2026-01-29 21:26:08,2026-01-29 22:05:13,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.3608,No,9.6132,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
111.223.181.5,NO,50.0,MEDIUM,4,2026-02-02 05:42:21,2026-02-05 05:23:44,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.5534,No,9.2,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.185.229,NO,50.0,MEDIUM,4,2026-01-29 16:12:47,2026-02-04 15:20:44,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,3.2735,No,8.6459,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.12.147,NO,50.0,MEDIUM,4,2026-02-02 21:04:23,2026-02-03 18:20:23,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.2887,No,9.6838,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.119.34,NO,47.87,MEDIUM,5,2026-02-04 16:22:14,2026-02-04 22:07:05,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.7338,No,9.8267,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
223.224.0.46,NO,47.83,MEDIUM,3,2026-01-29 15:02:31,2026-01-30 10:42:15,003|HRC-CDM-Application-Server-Prod|10.18.5.178,"AttackType.UNKNOWN, AttackType.EXPLOIT",LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata Plc,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,3.3816,No,9.0562,No,low,No,No,No,Unknown,"Credential Access, Execution, Initial Access, Privilege Escalation","T1068: Exploitation for Privilege Escalation, T1110: Brute Force, T1190: Exploit Public-Facing Application, T1203: Exploitation for Client Execution",https://attack.mitre.org/techniques/T1068/ | https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1190/ | https://attack.mitre.org/techniques/T1203/
44.242.252.196,YES,47.72,MEDIUM,2,2026-02-05 03:44:57,2026-02-05 09:11:16,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,19,81,AbuseIPDB,19,0,0,,19,19,3,3,No,"Amazon.com, Inc.",Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=19%, reports=3, not_whitelisted",No,9.9093,No,0.8275,No,low,No,No,No,Unknown,N/A,N/A,N/A
61.245.170.137,NO,45.82,MEDIUM,5,2026-01-29 13:18:32,2026-01-29 14:56:40,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Mobitel Pvt Ltd,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.7591,No,9.8395,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.156.128.49,YES,45.0,MEDIUM,2,2026-02-03 10:50:47,2026-02-03 10:50:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,NL,NL,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1345,1345,No,INAP-AMS-1,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1345, not_whitelisted",No,52281.3906,No,0.7375,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
3.73.2.145,YES,45.0,MEDIUM,2,2026-02-05 02:42:51,2026-02-05 02:42:53,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,DE,DE,Unknown,,,AbuseIPDB,Yes,37,63,AbuseIPDB,37,0,0,,37,37,7,7,No,A100 ROW GmbH,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=37%, reports=7, not_whitelisted",No,40.6982,No,3.3495,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
186.72.123.54,YES,45.0,MEDIUM,2,2026-02-04 21:20:47,2026-02-04 21:20:47,008|HRC-Bastion-Server-DEV|172.16.0.100,AttackType.BRUTE_FORCE,PA,PA,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1045,1045,No,Cable & Wireless Panama,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1045, not_whitelisted",No,30777.4551,No,0.8176,No,low,No,No,No,Unknown,Credential Access,"T1110.001: Password Guessing, T1110: Brute Force",https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1110/001/
167.17.66.82,YES,45.0,MEDIUM,2,2026-02-03 16:13:35,2026-02-03 16:13:35,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,33,67,AbuseIPDB,33,0,0,,33,33,15,15,No,GLOBALTELEHOST Corp.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=33%, reports=15, not_whitelisted",No,37.0949,No,3.2348,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
98.92.185.211,YES,45.0,MEDIUM,2,2026-02-03 09:05:54,2026-02-03 09:05:54,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,81,19,AbuseIPDB,81,0,0,,81,81,15,15,No,Amazon Data Services Northern Virginia,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=81%, reports=15, not_whitelisted",No,184.7302,No,0.8188,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
140.0.0.0,YES,45.0,MEDIUM,2,2026-02-04 21:50:24,2026-02-04 21:50:24,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.SSRF,ID,ID,Unknown,,,AbuseIPDB,Yes,1,99,AbuseIPDB,1,0,0,,1,1,3,3,No,"PT. First Media,Tbk",Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=1%, reports=3, not_whitelisted",No,1.6008,No,8.6763,No,low,No,No,No,Unknown,"Command And Control, Initial Access","T1071: Application Layer Protocol, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1190/
95.215.0.144,YES,45.0,MEDIUM,2,2026-01-31 17:13:25,2026-01-31 17:13:25,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,RU,RU,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,4967,4967,No,Petersburg Internet Network ltd.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=4967, not_whitelisted",Yes,698508.0,No,6.6174,Yes,critical,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.16.112,NO,45.0,MEDIUM,5,2026-02-04 08:31:58,2026-02-05 08:58:11,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.3643,No,9.3909,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
103.201.134.30,NO,45.0,MEDIUM,3,2026-02-04 06:35:49,2026-02-05 06:39:20,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,RailTel Corporation of India Ltd,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.8803,No,9.4755,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.189.228,NO,45.0,MEDIUM,5,2026-02-02 05:58:56,2026-02-04 03:48:56,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.8151,No,9.1198,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
103.211.55.3,NO,45.0,MEDIUM,3,2026-02-02 12:55:42,2026-02-03 12:25:47,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Nitin Networks,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.21,No,9.7043,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.185.184,NO,45.0,MEDIUM,3,2026-01-29 14:52:50,2026-01-30 16:29:26,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.6585,No,9.4108,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.128.230,NO,42.68,MEDIUM,3,2026-02-01 14:57:41,2026-02-02 06:19:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,1,1,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,2.7313,No,9.8034,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
1.23.234.142,NO,42.45,MEDIUM,4,2026-02-02 17:14:20,2026-02-02 22:08:09,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Tikona Infinet Ltd.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.0081,No,9.8338,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
61.245.170.56,NO,41.75,MEDIUM,6,2026-01-29 12:18:03,2026-01-29 15:47:41,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Mobitel Pvt Ltd,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.3616,No,9.6135,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.3.164,N/A,40.7,MEDIUM,5,2026-02-02 08:34:32,2026-02-02 09:58:36,049|HRC-NIFI-Zookeeper-Prod-App-03|10.0.3.164,AttackType.SSRF,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,1.5478,No,8.8019,No,low,No,No,No,Unknown,"Command And Control, Initial Access","T1071: Application Layer Protocol, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1190/
49.36.213.74,NO,40.21,MEDIUM,4,2026-02-02 21:37:09,2026-02-02 22:01:50,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.8584,No,9.6043,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.6.3.109,N/A,40.0,MEDIUM,3,2026-02-03 06:24:52,2026-02-05 06:35:06,000|hrc-wazuh-new|unknown,AttackType.SSRF,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,1.6469,No,8.0319,No,low,No,No,No,Unknown,"Command And Control, Initial Access","T1071: Application Layer Protocol, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1190/
45.156.131.25,YES,40.0,MEDIUM,1,2026-02-05 00:23:52,2026-02-05 00:23:52,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,196,196,No,ICG-2-ZEN-LAX,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=196, not_whitelisted",No,1383.3586,No,2.2689,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.156.128.47,YES,40.0,MEDIUM,1,2026-02-04 22:33:29,2026-02-04 22:33:29,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,NL,NL,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,889,889,No,INAP-AMS-1,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=889, not_whitelisted",No,22651.5703,No,1.7564,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.46.229,NO,40.0,MEDIUM,2,2026-02-03 19:54:05,2026-02-04 21:38:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.595,No,9.4021,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
183.36.35.206,YES,40.0,MEDIUM,1,2026-02-04 20:27:49,2026-02-04 20:27:49,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,CN,CN,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,106,106,No,CHINANET Guangdong province network,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=106, not_whitelisted",No,600.0955,No,0.9557,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
143.0.0.0,YES,40.0,MEDIUM,1,2026-02-04 19:50:02,2026-02-04 19:50:02,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,BR,BR,Unknown,,,AbuseIPDB,Yes,23,77,AbuseIPDB,23,0,0,,23,23,24,24,No,LANCA SERVICOS DE INFORMATICA LTDA - ME,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=23%, reports=24, not_whitelisted",No,28.8026,No,1.5359,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
18.97.5.85,YES,40.0,MEDIUM,1,2026-02-04 17:31:57,2026-02-04 17:31:57,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,58,42,AbuseIPDB,58,0,0,,58,58,34,34,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=58%, reports=34, not_whitelisted",No,121.4767,No,1.795,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
18.190.153.88,YES,40.0,MEDIUM,1,2026-02-04 15:37:48,2026-02-04 15:37:48,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,12,88,AbuseIPDB,12,0,0,,12,12,5,5,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=12%, reports=5, not_whitelisted",No,4.9349,No,2.2617,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
172.203.225.221,YES,40.0,MEDIUM,1,2026-02-04 10:03:56,2026-02-04 10:03:56,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1513,1513,No,Microsoft Limited,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1513, not_whitelisted",No,64720.4375,No,1.7848,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
191.13.250.111,YES,40.0,MEDIUM,1,2026-02-04 06:18:52,2026-02-04 06:18:52,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,BR,BR,Unknown,,,AbuseIPDB,Yes,4,96,AbuseIPDB,4,0,0,,4,4,4,4,No,TELEFÔNICA BRASIL S.A,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=4%, reports=4, not_whitelisted",No,1.1813,No,7.6804,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
109.105.210.98,YES,40.0,MEDIUM,1,2026-02-04 05:18:18,2026-02-04 05:18:18,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,600,600,No,ICG-ZEN-DFW,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=600, not_whitelisted",No,10609.2422,No,3.7456,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
192.248.26.93,YES,40.0,MEDIUM,1,2026-02-04 04:02:27,2026-02-04 04:02:27,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,Yes,85,15,AbuseIPDB,85,0,0,,85,85,19,19,No,Lanka Education and Research Network (LEARN),University/College/School,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=85%, reports=19, not_whitelisted",No,218.2094,No,0.6884,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.156.129.134,YES,40.0,MEDIUM,1,2026-02-04 03:11:26,2026-02-04 03:11:26,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,1202,1202,No,INAP-CHI-1,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=1202, not_whitelisted",No,41651.7266,No,0.5262,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
123.145.30.31,YES,40.0,MEDIUM,1,2026-02-03 11:36:55,2026-02-03 11:36:55,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,CN,CN,Unknown,,,AbuseIPDB,Yes,52,48,AbuseIPDB,52,0,0,,52,52,16,16,No,China Unicom Chongqing province network,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=52%, reports=16, not_whitelisted",No,76.3555,No,1.891,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
3.143.33.63,YES,40.0,MEDIUM,1,2026-02-03 11:15:24,2026-02-03 11:15:24,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,11291,11291,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=11291, not_whitelisted",Yes,3597993.75,Yes,32.3612,Yes,critical,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
203.189.184.67,YES,40.0,MEDIUM,1,2026-02-03 08:48:59,2026-02-03 08:48:59,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,Yes,11,89,AbuseIPDB,11,0,0,,11,11,3,3,No,Hutchison Telecommunications Lanka (Private) Limited,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=11%, reports=3, not_whitelisted",No,3.0873,No,2.9258,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
44.220.188.188,YES,40.0,MEDIUM,1,2026-02-03 00:58:23,2026-02-03 00:58:23,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,63,37,AbuseIPDB,63,0,0,,63,63,82,82,No,Amazon Data Services Northern Virginia,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=63%, reports=82, not_whitelisted",No,316.3458,No,1.9859,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
165.154.202.146,YES,40.0,MEDIUM,1,2026-02-03 00:42:00,2026-02-03 00:42:00,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,669,669,No,Scloud Pte Ltd t/a Scloud Pte Ltd,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=669, not_whitelisted",No,13125.7188,No,3.2134,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
64.62.197.93,YES,40.0,MEDIUM,1,2026-02-03 00:20:53,2026-02-03 00:20:53,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,2146,2146,No,"The Shadowserver Foundation, Inc.",Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=2146, not_whitelisted",Yes,131643.4844,Yes,11.5382,Yes,high,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
